NAME;STUSAB;SUMLEV;REGION;DIVISION;STATE;COUNTY;AREALAND;AREAWATR;POP100;HU100;INTPTLAT;INTPTLON
Fall River County;SD;50;2;4;46;47;450635935.1;23911034;7094;4191;43.2215038;-103.5121024
Faulk County;SD;50;2;4;46;49;254272092;62704066;2364;1136;45.0654764;-99.1535637
Grant County;SD;50;2;4;46;51;176496786.9;15746365;7356;3526;45.1726366;-96.7722606
Gregory County;SD;50;2;4;46;53;262872642.6;99900067;4271;2503;43.1790937;-99.2021581
Haakon County;SD;50;2;4;46;55;468926021.7;42451846;1937;1013;44.2843122;-101.5917895
Hamlin County;SD;50;2;4;46;57;131372191;79873525;5903;2760;44.6806187;-97.178598
Hand County;SD;50;2;4;46;59;372081126.6;9237228;3431;1815;44.5467133;-99.0045751
Hanson County;SD;50;2;4;46;61;112538316.9;2232493;3331;1177;43.6806116;-97.7968454
Harding County;SD;50;2;4;46;63;691882916.9;16956332;1255;731;45.5966116;-103.4738669
Hughes County;SD;50;2;4;46;65;192063103.2;153258012;17022;7623;44.3922578;-99.9858456
Hutchinson County;SD;50;2;4;46;67;210541280.5;3928767;7343;3351;43.3367101;-97.7493828
Hyde County;SD;50;2;4;46;69;222874789.7;14541548;1420;708;44.5373012;-99.4921478
Jackson County;SD;50;2;4;46;71;482751411.7;19097720;3031;1193;43.677294;-101.6264545
Jerauld County;SD;50;2;4;46;73;136293716.7;16668604;2071;1070;44.0634157;-98.6231878
Jones County;SD;50;2;4;46;75;251145341.7;3147179;1006;589;43.9519896;-100.6861386
Kingsbury County;SD;50;2;4;46;77;215548134.3;81655076;5148;2720;44.3629687;-97.499313
Lake County;SD;50;2;4;46;79;145888129.4;30781776;11200;5559;44.0284497;-97.1232229
Lawrence County;SD;50;2;4;46;81;207208151.3;713642;24097;12756;44.353669;-103.7965284
Lincoln County;SD;50;2;4;46;83;149514452;1217724;44828;17875;43.2794204;-96.7222862
Lyman County;SD;50;2;4;46;85;425259502.5;167669922;3755;1704;43.8948122;-99.8419253
McCook County;SD;50;2;4;46;87;148718211.8;6898514;5618;2491;43.6789244;-97.3620356
McPherson County;SD;50;2;4;46;89;294389370.1;38569614;2459;1418;45.7842491;-99.2114212
Marshall County;SD;50;2;4;46;91;217058203.4;124728714;4656;2534;45.7370535;-97.5808837
Meade County;SD;50;2;4;46;93;898980653.3;30728963;25434;11000;44.6067915;-102.7158636
Mellette County;SD;50;2;4;46;95;338590679.3;9219683;2048;838;43.5849297;-100.7605981
Miner County;SD;50;2;4;46;97;147709873.1;4196127;2389;1308;44.0173267;-97.6097898
Minnehaha County;SD;50;2;4;46;99;209050155.9;17395122;169468;71557;43.6674723;-96.7957261
Moody County;SD;50;2;4;46;101;134520430.8;3679400;6486;2824;44.0124293;-96.6760536
Pennington County;SD;50;2;4;46;103;719123975.7;19966766;100948;44949;44.0023492;-102.8238015
Perkins County;SD;50;2;4;46;105;743450464.8;50539670;2982;1739;45.4833865;-102.4679947
Potter County;SD;50;2;4;46;107;223034115.5;97192749;2329;1500;45.0642763;-99.9496314
Roberts County;SD;50;2;4;46;109;285168421.1;89947260;10149;4905;45.6233973;-96.9475513
Sanborn County;SD;50;2;4;46;111;147453349.8;2992621;2355;1172;44.0210318;-98.0921054
Shannon County;SD;50;2;4;46;113;542317006.7;7126231;13586;3593;43.3419371;-102.55948
Spink County;SD;50;2;4;46;115;389514812;15062276;6415;3139;44.9310341;-98.3396437
Stanley County;SD;50;2;4;46;117;374106225.1;188383699;2966;1387;44.4155468;-100.7491628
Sully County;SD;50;2;4;46;119;260764505.4;164383562;1373;845;44.722325;-100.1313985
Todd County;SD;50;2;4;46;121;359634231.5;5854569;9612;3142;43.2081724;-100.7172035
Tripp County;SD;50;2;4;46;123;417621561;13272789;5644;3072;43.3497292;-99.8762186
Turner County;SD;50;2;4;46;125;159816982.3;1650289;8347;3939;43.3086698;-97.1501851
Union County;SD;50;2;4;46;127;119279781.8;17060467;14399;6280;42.8311064;-96.6508287
Walworth County;SD;50;2;4;46;129;183534349.3;93214930;5438;3003;45.4276046;-100.0278563
Yankton County;SD;50;2;4;46;135;134980741.2;28629262;22438;9652;43.0066072;-97.3883388
Ziebach County;SD;50;2;4;46;137;507967023.1;24212483;2801;987;44.9816662;-101.6692245
Anderson County;TN;50;3;6;47;1;87324529.2;19771988;75129;34717;36.1167307;-84.1954177
Bedford County;TN;50;3;6;47;3;122671012.3;2983154;45058;18360;35.5136604;-86.4582939
Benton County;TN;50;3;6;47;5;102082258.6;109009079;16489;8975;36.069253;-88.0712118
Bledsoe County;TN;50;3;6;47;7;105263581;838365;12876;5718;35.5936682;-85.205979
Blount County;TN;50;3;6;47;9;144704181.8;20307831;123010;55266;35.6881849;-83.9229731
Bradley County;TN;50;3;6;47;11;85148904.5;6959355;98963;41395;35.1539144;-84.8594137
Campbell County;TN;50;3;6;47;13;124368952.5;46503453;40716;19966;36.4015922;-84.1592495
Cannon County;TN;50;3;6;47;15;68799170.3;156872;13801;6037;35.808394;-86.0624044
Carroll County;TN;50;3;6;47;17;155205588.9;2144122;28522;13184;35.9678963;-88.4516591
Carter County;TN;50;3;6;47;19;88371148.4;16656931;57424;27746;36.2847441;-82.1265932
Cheatham County;TN;50;3;6;47;21;78330826.7;11964151;39105;15663;36.25518;-87.1008163
Chester County;TN;50;3;6;47;23;74005204.3;575590;17131;6980;35.4166392;-88.6055046
Claiborne County;TN;50;3;6;47;25;112555595.1;18116086;32213;14859;36.5015565;-83.6607235
Clay County;TN;50;3;6;47;27;61262661.7;59071040;7861;4282;36.5457651;-85.5457178
Cocke County;TN;50;3;6;47;29;112551896.4;22196995;35662;17459;35.9161984;-83.1192234
Coffee County;TN;50;3;6;47;31;111099332.2;14496456;52796;23434;35.4887586;-86.0782188
Crockett County;TN;50;3;6;47;33;68773131.2;529234;14586;6425;35.8113116;-89.1353494
Cumberland County;TN;50;3;6;47;35;176384758.4;9825917;56053;28151;35.9523984;-84.9947614
Davidson County;TN;50;3;6;47;37;130543854.6;56749226;626681;283978;36.1691287;-86.7847898
Decatur County;TN;50;3;6;47;39;86465404.1;28588845;11757;6873;35.6034221;-88.1073838
DeKalb County;TN;50;3;6;47;41;78825389.6;63816416;18723;9405;35.9822204;-85.8335963
Dickson County;TN;50;3;6;47;43;126882445.8;3688818;49666;20820;36.1455325;-87.3641546
Dyer County;TN;50;3;6;47;45;132692040.3;36780572;38335;16703;36.0541962;-89.3983056
Fayette County;TN;50;3;6;47;47;182538665.9;3762451;38413;15669;35.1969933;-89.4138027
Fentress County;TN;50;3;6;47;49;129139907.9;829338;17959;8961;36.3760785;-84.9327026
Franklin County;TN;50;3;6;47;51;143625748.5;54890094;41052;18697;35.1559259;-86.0992032
Gibson County;TN;50;3;6;47;53;156109482.1;2353199;49683;21999;35.9916941;-88.9337756
Giles County;TN;50;3;6;47;55;158229285.4;642569;29485;13844;35.2027228;-87.035319
Grainger County;TN;50;3;6;47;57;72675160.1;56614954;22657;10894;36.2774634;-83.5094926
Greene County;TN;50;3;6;47;59;161139966.1;5056718;68831;32025;36.1789979;-82.847746
Grundy County;TN;50;3;6;47;61;93377886.6;1522451;13703;6397;35.387273;-85.7221882
Hamblen County;TN;50;3;6;47;63;41745098.9;37877929;62544;26963;36.2183967;-83.2660711
Hamilton County;TN;50;3;6;47;65;140489018.4;86631783;336463;151107;35.159186;-85.2022955
Hancock County;TN;50;3;6;47;67;57585811.7;2984311;6819;3624;36.5214195;-83.2274526
Hardeman County;TN;50;3;6;47;69;172951017;6768412;27253;10851;35.2181307;-88.9890374
Hardin County;TN;50;3;6;47;71;149524695.2;49148746;26026;13946;35.2018926;-88.1856958
Hawkins County;TN;50;3;6;47;73;126125945.4;32691660;56833;26870;36.452206;-82.9313857
Haywood County;TN;50;3;6;47;75;138075307.7;2457129;18787;8315;35.5866898;-89.2825359
Henderson County;TN;50;3;6;47;77;134698293.7;15049181;27769;12776;35.6539945;-88.3876741
Henry County;TN;50;3;6;47;79;145582308.2;81118140;32330;17054;36.3253983;-88.3003844
Hickman County;TN;50;3;6;47;81;158636539.5;332916;24690;10311;35.8023956;-87.4671144
Houston County;TN;50;3;6;47;83;51873954.1;17322109;8426;4188;36.2857772;-87.7056048
Humphreys County;TN;50;3;6;47;85;137523204.9;66620771;18538;8865;36.0404396;-87.7906251
Jackson County;TN;50;3;6;47;87;79854570.3;29019623;11638;5843;36.354242;-85.6741819
Jefferson County;TN;50;3;6;47;89;70985854.8;104186904;51407;23499;36.0484787;-83.4409664
Johnson County;TN;50;3;6;47;91;77304615.7;11001626;18244;8956;36.4532035;-81.8612367
Knox County;TN;50;3;6;47;93;131627125.4;45715161;432226;194949;35.9927265;-83.9377209
Lake County;TN;50;3;6;47;95;42937913;72802129;7832;2598;36.3339054;-89.4855365
Lauderdale County;TN;50;3;6;47;97;122245380.8;92173871;27815;11256;35.7629507;-89.6277318
Lawrence County;TN;50;3;6;47;99;159835533;2229584;41869;18177;35.2204764;-87.396546
Lewis County;TN;50;3;6;47;101;73060810.9;1031587;12161;5470;35.5232441;-87.4969827
Lincoln County;TN;50;3;6;47;103;147716951.5;990366;33361;15241;35.1425322;-86.5933882
Loudon County;TN;50;3;6;47;105;59366542.6;47019542;48556;21725;35.73745;-84.316204
McMinn County;TN;50;3;6;47;107;111401833.7;5331264;52266;23341;35.4244708;-84.6199625
McNairy County;TN;50;3;6;47;109;145780192.2;1947871;26075;11933;35.1756263;-88.5646713
Macon County;TN;50;3;6;47;111;79549838;246691;22248;9861;36.5378383;-86.0012306
Madison County;TN;50;3;6;47;113;144292650.9;3908964;98294;41877;35.6060563;-88.8334238
Marion County;TN;50;3;6;47;115;129022726.2;36501967;28237;12954;35.1334215;-85.618399
Marshall County;TN;50;3;6;47;117;97243712.7;1801806;30617;13119;35.4683866;-86.7658862
Maury County;TN;50;3;6;47;119;158802125;6319194;80956;35254;35.6156963;-87.0777632
Meigs County;TN;50;3;6;47;121;50536280.6;56013385;11753;5628;35.5033973;-84.8238876
Monroe County;TN;50;3;6;47;123;164610469.3;44013070;44519;20787;35.4476659;-84.2497859
Montgomery County;TN;50;3;6;47;125;139646156.6;12050596;172331;70098;36.5003535;-87.3808865
Moore County;TN;50;3;6;47;127;33468495.9;3093426;6362;2915;35.2888885;-86.358684
Morgan County;TN;50;3;6;47;129;135244040;809723;21987;8920;36.138697;-84.6392616
Obion County;TN;50;3;6;47;131;141083942.9;27916074;31807;14659;36.3581749;-89.1501746
Overton County;TN;50;3;6;47;133;112271464.2;3500016;22083;10295;36.3448504;-85.2830756
Perry County;TN;50;3;6;47;135;107414847.4;21084076;7915;4599;35.659785;-87.8770272
Pickett County;TN;50;3;6;47;137;42211338.3;29822854;5077;3462;36.5593638;-85.075741
Polk County;TN;50;3;6;47;139;112580641.6;19834205;16825;7991;35.1094371;-84.5411124
Putnam County;TN;50;3;6;47;141;103885258.5;3784351;72321;31882;36.1408072;-85.4969279
Rhea County;TN;50;3;6;47;143;81682296;54463425;31809;14365;35.600587;-84.9495522
Roane County;TN;50;3;6;47;145;93422974.4;88755772;54181;25716;35.8474721;-84.5238612
Robertson County;TN;50;3;6;47;147;123357749.5;451694;66283;26086;36.5275304;-86.8693774
Rutherford County;TN;50;3;6;47;149;160414542.8;12143221;262604;102968;35.8433688;-86.4172127
Scott County;TN;50;3;6;47;151;137864278.8;2414259;22228;9910;36.4372392;-84.4983861
Sequatchie County;TN;50;3;6;47;153;68856774.9;481448;14112;6368;35.3723348;-85.4103438
Sevier County;TN;50;3;6;47;155;153456740.8;13514945;89889;55918;35.7912836;-83.5219545
Shelby County;TN;50;3;6;47;157;197661245;56576401;927644;398274;35.1837942;-89.895397
Smith County;TN;50;3;6;47;159;81400449.3;28706391;19166;8529;36.2556502;-85.9420775
Stewart County;TN;50;3;6;47;161;118965992.9;87232255;13324;6778;36.5117556;-87.8515483
Sullivan County;TN;50;3;6;47;163;107060528.1;42330294;156823;73760;36.5102123;-82.2993965
Sumner County;TN;50;3;6;47;165;137126767.3;35658276;160645;65968;36.4700152;-86.4585173
Tipton County;TN;50;3;6;47;167;118716182.4;38714600;61081;23199;35.5002966;-89.7637081
Trousdale County;TN;50;3;6;47;169;29575878.7;6345335;7870;3368;36.3930297;-86.1566909
Unicoi County;TN;50;3;6;47;171;48216520.2;850686;18313;8830;36.1002148;-82.4182453
Union County;TN;50;3;6;47;173;57899018.1;61092965;19109;8958;36.2841401;-83.8360878
Van Buren County;TN;50;3;6;47;175;70814247.5;2893424;5548;2663;35.6992446;-85.4584114
Warren County;TN;50;3;6;47;177;112063573;3508343;39839;17821;35.6782817;-85.7773633
Washington County;TN;50;3;6;47;179;84553991.6;8632655;122979;57254;36.2956649;-82.4950374
Wayne County;TN;50;3;6;47;181;190131060.3;4023299;17021;7287;35.2426873;-87.8197026
Weakley County;TN;50;3;6;47;183;150313545.5;3679548;35021;15495;36.3035229;-88.7207846
White County;TN;50;3;6;47;185;97557897.1;7128063;25841;11511;35.9270621;-85.4557657
Williamson County;TN;50;3;6;47;187;150892544.3;3028823;183182;68498;35.894972;-86.896958
Wilson County;TN;50;3;6;47;189;147843323.5;32037460;113993;45568;36.1484757;-86.2902097
Anderson County;TX;50;3;7;48;1;275212629.5;39884082;58458;20116;31.841266;-95.6617444
Andrews County;TX;50;3;7;48;3;388682970.4;957046;14786;5814;32.3122581;-102.6402058
Angelina County;TX;50;3;7;48;5;206623530.8;173343492;86771;35589;31.2519514;-94.6110558
Aransas County;TX;50;3;7;48;7;65286885.1;714621093;23158;15355;28.1042254;-96.977983
Archer County;TX;50;3;7;48;9;233904360.8;57777594;9054;4107;33.6163054;-98.6872669
Armstrong County;TX;50;3;7;48;11;235458188.1;12219756;1901;904;34.964179;-101.3566363
Atascosa County;TX;50;3;7;48;13;315860488.8;4995763;44911;17631;28.8942963;-98.5281872
Austin County;TX;50;3;7;48;15;167444889.9;25577195;28417;12926;29.8919013;-96.2701697
Bailey County;TX;50;3;7;48;17;214139483.1;1771770;7165;2784;34.0675209;-102.8303446
Bandera County;TX;50;3;7;48;19;204857886.5;17288401;20485;11561;29.7557484;-99.2606816
Bastrop County;TX;50;3;7;48;21;230029881.1;19154980;74171;29316;30.1031276;-97.3118587
Baylor County;TX;50;3;7;48;23;224676677.5;86983599;3726;2665;33.6181716;-99.197228
Bee County;TX;50;3;7;48;25;227980949;246410;31861;10649;28.416077;-97.7425858
Bell County;TX;50;3;7;48;27;272211832.2;95364952;310235;125470;31.0421099;-97.4819209
Bexar County;TX;50;3;7;48;29;321111998.3;42127509;1714773;662872;29.4486708;-98.5201465
Blanco County;TX;50;3;7;48;31;183695174.3;10814611;10497;5532;30.2656051;-98.3999768
Borden County;TX;50;3;7;48;33;232436534.1;22297741;641;385;32.7440621;-101.4330328
Bosque County;TX;50;3;7;48;35;254590234.7;50672066;18212;9623;31.9007636;-97.6376322
Bowie County;TX;50;3;7;48;37;229215374.8;98320026;92565;38493;33.4460512;-94.4223747
Brazoria County;TX;50;3;7;48;39;351642969.2;649792694;313166;118336;29.1678175;-95.434647
Brazos County;TX;50;3;7;48;41;151629615.7;15002941;194851;77700;30.6567254;-96.3023887
Brewster County;TX;50;3;7;48;43;1601579509;22064004;9232;5383;29.8089965;-103.2524579
Briscoe County;TX;50;3;7;48;45;233099099.4;4068667;1637;953;34.5251725;-101.205893
Brooks County;TX;50;3;7;48;47;244330193.6;741628;7223;3239;27.0349936;-98.2152756
Brown County;TX;50;3;7;48;49;244607096.4;32428770;38106;18287;31.7641026;-98.9984697
Burleson County;TX;50;3;7;48;51;170687064.1;46064657;17187;8832;30.4934867;-96.6220912
Burnet County;TX;50;3;7;48;53;257511658.2;69940565;42750;20870;30.7896156;-98.2011948
Caldwell County;TX;50;3;7;48;55;141220803;4933872;38066;13759;29.8404216;-97.631097
Calhoun County;TX;50;3;7;48;57;131271061.3;1361907833;21381;11410;28.4453662;-96.5833004
Callahan County;TX;50;3;7;48;59;232936324.8;4898788;13544;6549;32.2931499;-99.372249
Cameron County;TX;50;3;7;48;61;230747814.6;998531503;406220;141924;26.1029227;-97.4789584
Camp County;TX;50;3;7;48;63;50718812.8;19183611;12401;5656;32.9745813;-94.979085
Carson County;TX;50;3;7;48;65;238335955.3;10064255;6182;2784;35.4054961;-101.3553558
Cass County;TX;50;3;7;48;67;242672355.5;60499735;30464;14379;33.0836979;-94.3575786
Castro County;TX;50;3;7;48;69;231657270.4;12585110;8062;3166;34.5336207;-102.2587856
Chambers County;TX;50;3;7;48;71;154657883.2;709774725;35096;13291;29.7039331;-94.6688749
Cherokee County;TX;50;3;7;48;73;272703086.2;24032104;50845;20859;31.8438587;-95.156504
Childress County;TX;50;3;7;48;75;180368022.2;44835136;7041;2883;34.5293372;-100.2083364
Clay County;TX;50;3;7;48;77;281977444.3;72604292;10752;5150;33.7859041;-98.2129182
Cochran County;TX;50;3;7;48;79;200762981.4;229068;3127;1360;33.6084401;-102.830449
Coke County;TX;50;3;7;48;81;236069566.8;42789532;3320;2667;31.877105;-100.6352358
Coleman County;TX;50;3;7;48;83;326842443.6;50472266;8895;5543;31.9142052;-99.3466224
Collin County;TX;50;3;7;48;85;217876190.6;116235513;782341;300960;33.1938849;-96.5781528
Collingsworth County;TX;50;3;7;48;87;237875061.9;2279238;3057;1616;34.9633577;-100.2721351
Colorado County;TX;50;3;7;48;89;248709716.9;34737183;20874;10527;29.5959081;-96.5083889
Comal County;TX;50;3;7;48;91;144903706.3;39890210;108472;47108;29.8030193;-98.2552006
Comanche County;TX;50;3;7;48;93;242877074.6;25718019;13974;7223;31.9516447;-98.5496169
Concho County;TX;50;3;7;48;95;254802835.6;25624151;4087;1637;31.3188647;-99.8636483
Cooke County;TX;50;3;7;48;97;226561578;61333893;38437;16606;33.6391685;-97.2103723
Coryell County;TX;50;3;7;48;99;272483888.7;12145955;75388;25178;31.3911774;-97.7980223
Cottle County;TX;50;3;7;48;101;233244831.4;2724070;1505;968;34.0919063;-100.2764416
Crane County;TX;50;3;7;48;103;203331884.6;1696040;4375;1632;31.4227965;-102.4877739
Crockett County;TX;50;3;7;48;105;727094416.1;53329;3719;1866;30.7175316;-101.4042113
Crosby County;TX;50;3;7;48;107;233150139.7;3873555;6059;2902;33.609144;-101.2987099
Culberson County;TX;50;3;7;48;109;987510005.7;556184;2398;1137;31.4459085;-104.5269447
Dallam County;TX;50;3;7;48;111;389342359.8;5182951;6703;2827;36.2863696;-102.5940204
Dallas County;TX;50;3;7;48;113;225660270.4;96696353;2368139;943257;32.7669866;-96.7784238
Dawson County;TX;50;3;7;48;115;233178149.3;4720787;13833;5220;32.7419338;-101.9473224
Deaf Smith County;TX;50;3;7;48;117;387686942.4;3926829;19372;7077;34.9407663;-102.6075637
Delta County;TX;50;3;7;48;119;66517391.2;54666393;5231;2458;33.3859329;-95.6733504
Denton County;TX;50;3;7;48;121;227512923.1;193070701;662614;256139;33.2050051;-97.119046
DeWitt County;TX;50;3;7;48;123;235423533;3919957;20097;9176;29.0823417;-97.3616556
Dickens County;TX;50;3;7;48;125;233545479.3;9057830;2444;1282;33.6146663;-100.7860953
Dimmit County;TX;50;3;7;48;127;344179421.3;14576915;9996;4350;28.4235871;-99.7658713
Donley County;TX;50;3;7;48;129;240062335.2;15954077;3677;2142;34.9550364;-100.8158457
Duval County;TX;50;3;7;48;131;464509431.7;5478267;11782;5523;27.6811232;-98.4973933
Eastland County;TX;50;3;7;48;133;239959932.9;14047789;18583;10258;32.3246454;-98.8365596
Ector County;TX;50;3;7;48;135;232499903.3;10597635;137130;53027;31.8653008;-102.5425068
Edwards County;TX;50;3;7;48;137;548522583.9;5199824;2002;1606;29.9858774;-100.3073732
Ellis County;TX;50;3;7;48;139;242290021.6;42114894;149610;54365;32.3472789;-96.7983357
El Paso County;TX;50;3;7;48;141;262286290.5;5871209;800647;270307;31.7664034;-106.2413905
Erath County;TX;50;3;7;48;143;280514151;17445041;37890;16987;32.2381358;-98.2223769
Falls County;TX;50;3;7;48;145;198259078.1;21648086;17866;7724;31.2519298;-96.9341275
Fannin County;TX;50;3;7;48;147;230725639.6;20841602;33915;14191;33.5911611;-96.1049882
Fayette County;TX;50;3;7;48;149;246050967;25381852;24554;13868;29.8778861;-96.9212309
Fisher County;TX;50;3;7;48;151;232824571.6;7284133;3974;2212;32.7404728;-100.4031198
Floyd County;TX;50;3;7;48;153;256963732.1;983740;6446;3004;34.0737305;-101.3032742
Foard County;TX;50;3;7;48;155;182437852.8;8514811;1336;789;33.980404;-99.7774272
Fort Bend County;TX;50;3;7;48;157;223122512.9;61796736;585375;197030;29.5266017;-95.7710149
Franklin County;TX;50;3;7;48;159;73656897.5;26876088;10605;5770;33.1758457;-95.2190662
Freestone County;TX;50;3;7;48;161;227333308.9;36915821;19816;9265;31.701654;-96.1442374
Frio County;TX;50;3;7;48;163;293575055.7;2193798;17217;5846;28.8693343;-99.1087876
Gaines County;TX;50;3;7;48;165;389113323.9;1262945;17526;6301;32.7439424;-102.6315615
Galveston County;TX;50;3;7;48;167;97994327.5;1283210753;291309;132492;29.2287059;-94.8948647
Garza County;TX;50;3;7;48;169;231392686.2;7219081;6461;2237;33.183792;-101.3011341
Gillespie County;TX;50;3;7;48;171;274076070.1;8978625;24837;12778;30.3263898;-98.9421064
Glasscock County;TX;50;3;7;48;173;233155302.8;2245419;1226;580;31.8685906;-101.528971
Goliad County;TX;50;3;7;48;175;220670663.1;19049578;7210;3710;28.6607;-97.4304145
Gonzales County;TX;50;3;7;48;177;276270831.6;8200952;19807;8794;29.4687041;-97.4777382
Gray County;TX;50;3;7;48;179;239826152.4;8700871;22535;10158;35.4025424;-100.8123736
Grayson County;TX;50;3;7;48;181;241595050.7;120105690;120877;53727;33.6245082;-96.6756986
Gregg County;TX;50;3;7;48;183;70785062.4;6372935;121730;49514;32.4863971;-94.8162759
Grimes County;TX;50;3;7;48;185;203951004.6;36633143;26604;10917;30.5432314;-95.988082
Guadalupe County;TX;50;3;7;48;187;184225755.5;9104439;131533;50015;29.5832081;-97.9490268
Hale County;TX;50;3;7;48;189;260211571.9;246684;36273;13541;34.0684364;-101.8228878
Hall County;TX;50;3;7;48;191;228823355.2;53366406;3353;1943;34.4531894;-100.5763434
Hamilton County;TX;50;3;7;48;193;216500784.9;1238631;8517;4566;31.7069819;-98.1117941
Hansford County;TX;50;3;7;48;195;238229671;1548341;5613;2338;36.2728469;-101.3569304
Hardeman County;TX;50;3;7;48;197;180033703.7;4549262;4139;2417;34.2899036;-99.7456973
Hardin County;TX;50;3;7;48;199;230655888.4;18091499;54635;22597;30.3296124;-94.3931493
Harris County;TX;50;3;7;48;201;441198658.2;191671993;4092459;1598698;29.857273;-95.3930371
Harrison County;TX;50;3;7;48;203;233086180.9;40928811;65631;27704;32.5479928;-94.3744253
Hartley County;TX;50;3;7;48;205;378664793.4;3024145;6062;1946;35.8402444;-102.6100473
Haskell County;TX;50;3;7;48;207;233909914.1;18471286;5899;3443;33.1759649;-99.7307727
Hays County;TX;50;3;7;48;209;175595494.3;5037790;157107;59417;30.0612247;-98.0292673
Hemphill County;TX;50;3;7;48;211;234727027.6;15205614;3807;1629;35.8162369;-100.2848066
Henderson County;TX;50;3;7;48;213;226299718.8;193170040;78532;39595;32.2116334;-95.8534183
Hidalgo County;TX;50;3;7;48;215;406852176.8;31191087;774769;248287;26.3963839;-98.18099
Hill County;TX;50;3;7;48;217;248344527.9;69557248;35089;16118;31.9822401;-97.1298856
Hockley County;TX;50;3;7;48;219;235272387.5;446121;22935;9293;33.605932;-102.3433978
Hood County;TX;50;3;7;48;221;108945608.1;41924572;51182;24951;32.430149;-97.8316766
Hopkins County;TX;50;3;7;48;223;198697198.8;66297428;35161;15029;33.1489586;-95.5651936
Houston County;TX;50;3;7;48;225;318804015.5;14673927;23732;11532;31.3230362;-95.4215995
Howard County;TX;50;3;7;48;227;233303834.1;8841951;35012;13124;32.3035834;-101.4385304
Hudspeth County;TX;50;3;7;48;229;1183879196;2191046;3476;1527;31.4508678;-105.3775489
Hunt County;TX;50;3;7;48;231;217641442.6;108014750;86129;36704;33.1234378;-96.0838072
Hutchinson County;TX;50;3;7;48;233;229840408.1;19511584;22150;10629;35.837047;-101.3627461
Irion County;TX;50;3;7;48;235;272353467.5;176316;1599;856;31.3034241;-100.9813037
Jack County;TX;50;3;7;48;237;235860319.3;24512768;9044;4095;33.2322769;-98.1719017
Jackson County;TX;50;3;7;48;239;214822545.1;71061093;14075;6590;28.9598019;-96.58908
Jasper County;TX;50;3;7;48;241;243159770;79907584;35710;16798;30.7529323;-94.0222943
Jeff Davis County;TX;50;3;7;48;243;586517116.4;206209;2342;1613;30.6170874;-104.1878595
Jefferson County;TX;50;3;7;48;245;226959370.4;612154349;252273;104424;29.8539997;-94.1493306
Jim Hogg County;TX;50;3;7;48;247;294258415.9;92564;5300;2441;27.0412118;-98.700127
Jim Wells County;TX;50;3;7;48;249;224025133;8739521;40838;16147;27.7335158;-98.0908142
Johnson County;TX;50;3;7;48;251;187694342.6;25308620;150934;56719;32.3795112;-97.3648234
Jones County;TX;50;3;7;48;253;240494448.4;22229321;20202;7422;32.7437089;-99.8744297
Karnes County;TX;50;3;7;48;255;193616043;15519492;14824;5650;28.9076175;-97.8607669
Kaufman County;TX;50;3;7;48;257;202200074.1;69829915;103350;38322;32.598944;-96.2883777
Kendall County;TX;50;3;7;48;259;171574563.2;1496809;33410;14055;29.9445241;-98.7110939
Kenedy County;TX;50;3;7;48;261;377705396.4;1262537526;416;233;26.8902316;-97.5912328
Kent County;TX;50;3;7;48;263;233748185.7;1065244;808;552;33.1847797;-100.7697199
Kerr County;TX;50;3;7;48;265;285758069.6;10250172;49625;23831;30.0539275;-99.351968
Kimble County;TX;50;3;7;48;267;324004089.8;493622;4607;3371;30.4794715;-99.7463955
King County;TX;50;3;7;48;269;235914677.1;6398129;286;186;33.6141593;-100.2505476
Kinney County;TX;50;3;7;48;271;352252594.7;13125082;3598;1940;29.3470865;-100.4177003
Kleberg County;TX;50;3;7;48;273;228257798.5;541040924;32061;12787;27.4387348;-97.6606203
Knox County;TX;50;3;7;48;275;220309701;12577629;3719;2044;33.6166569;-99.7471116
Lamar County;TX;50;3;7;48;277;234961198.9;67113408;49793;22481;33.6672628;-95.5703477
Lamb County;TX;50;3;7;48;279;263189759.1;3973761;13977;6128;34.0688615;-102.3480182
Lampasas County;TX;50;3;7;48;281;184624705.2;2833441;19677;8718;31.1967308;-98.2408885
La Salle County;TX;50;3;7;48;283;385051069;19539281;6886;2746;28.3510976;-99.0967743
Lavaca County;TX;50;3;7;48;285;251153217.8;1885412;19263;10344;29.3825778;-96.9236334
Lee County;TX;50;3;7;48;287;162914282.6;13168645;16612;7499;30.3211046;-96.976365
Leon County;TX;50;3;7;48;289;277944728.6;19343049;16801;9509;31.3004925;-95.9956219
Liberty County;TX;50;3;7;48;291;300028490;46411807;75643;28759;30.1621885;-94.8226815
Limestone County;TX;50;3;7;48;293;234468436;72198941;23384;10536;31.5475427;-96.593623
Lipscomb County;TX;50;3;7;48;295;241433281.6;298741;3302;1512;36.2801998;-100.2726827
Live Oak County;TX;50;3;7;48;297;269280093.5;101483813;11531;6065;28.3515349;-98.1269608
Llano County;TX;50;3;7;48;299;241913791.5;82419109;19301;14280;30.7075845;-98.6846901
Loving County;TX;50;3;7;48;301;173250783.7;20151864;82;50;31.8449361;-103.5612293
Lubbock County;TX;50;3;7;48;303;231959123.1;13211521;278831;115064;33.6114688;-101.8199438
Lynn County;TX;50;3;7;48;305;230992493.6;4169699;5915;2676;33.1784124;-101.8184933
McCulloch County;TX;50;3;7;48;307;275988693.8;20285000;8283;4302;31.2054766;-99.3598557
